PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,CLP_USD,FMV_USD,YURTICI_TAMIR_MALIYETI_USD,YURTDISI_TAMIR_MALIYETI_USD,FAAL_ADET,GAYRIFAAL_ADET,YURTICI_TAMIRDE_ADET,YURTDISI_TAMIRDE_ADET,ACIK_SATINALMA_ADET,EXCHANGE_IN_ADET,EXCHANGE_OUT_ADET,HOMEBASE_DEPO_ADET,TOPLAM_ENVANTER_ADET
PN-104619,77,ENGINE INDICATING,BOEING,737-800,YOK,1790,870,,340,2,0,0,0,0,0,0,0,2
PN-104620,52,DOORS,AIRBUS,A321-200,YOK,6360,1580,,900,0,0,0,1,0,0,0,0,1
PN-104621,80,STARTING,AIRBUS,A319-100,YOK,6750,2290,,2260,1,0,0,1,0,0,0,2,4
PN-104622,74,IGNITION,BOEING,777-F,YOK,510,220,,180,5,1,0,1,0,0,0,3,10
PN-104623,23,COMMUNICATIONS,BOEING,737 MAX 8,YOK,11900,2750,,800,3,0,0,1,1,0,0,1,6
PN-104624,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,YOK,2150,1010,,1020,7,1,0,6,1,1,1,7,24
PN-104625,31,INDICATING / RECORDING SYSTEMS,BOEING,787-9,YOK,3910,1110,,250,6,1,0,1,0,0,1,3,12
PN-104626,21,AIR CONDITIONING,AIRBUS,A321-200,VAR,4190,1970,680.0,1100,4,4,1,0,1,0,1,1,12
PN-104627,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321neo,VAR,870,590,170.0,230,7,3,2,3,2,2,2,3,24
PN-104628,72,ENGINE,BOEING,737 MAX 8,YOK,33570,10160,,7960,4,0,0,2,0,2,0,3,11
PN-104629,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,VAR,780,400,110.0,230,2,0,0,1,0,0,1,1,5
PN-104630,24,ELECTRICAL POWER,AIRBUS,A321neo,YOK,7240,4170,,710,4,0,0,1,1,1,0,1,8
PN-104631,28,FUEL,BOEING,737-800,YOK,7720,860,,240,10,0,0,5,4,1,0,7,27
PN-104632,28,FUEL,AIRBUS,A320-200,YOK,2070,640,,410,1,1,0,1,2,0,0,2,7
PN-104633,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321neo,VAR,1450,680,140.0,170,1,0,0,0,0,0,0,1,2
PN-104634,23,COMMUNICATIONS,AIRBUS,A321-200,VAR,3620,3030,1190.0,1940,3,1,2,0,1,0,0,2,9
PN-104635,72,ENGINE,BOEING,737-800,YOK,8500,2260,,1010,3,1,0,1,0,0,0,1,6
PN-104636,74,IGNITION,AIRBUS,A320-200,YOK,970,400,,80,2,0,0,1,1,1,1,1,7
PN-104637,34,NAVIGATION,AIRBUS,A320neo,VAR,920,340,220.0,280,5,2,0,1,0,1,0,1,10
PN-104638,52,DOORS,BOEING,737-800,VAR,1200,550,170.0,270,2,0,0,0,0,0,0,2,4
PN-104639,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,1010,220,,490,5,0,0,1,1,1,1,1,10
PN-104640,74,IGNITION,AIRBUS,A321neo,VAR,720,200,70.0,120,1,0,0,0,0,0,0,0,1
PN-104641,21,AIR CONDITIONING,BOEING,737-800,VAR,4350,1660,460.0,820,2,1,2,0,0,0,0,4,9
PN-104642,79,OIL,BOEING,737-900ER,YOK,3170,2210,,1470,1,0,0,1,0,1,0,1,4
PN-104643,22,AUTO FLIGHT,AIRBUS,A320-200,YOK,2170,1160,,960,20,6,0,18,8,2,2,22,78
PN-104644,21,AIR CONDITIONING,BOEING,737 MAX 8,YOK,280,110,,50,2,1,0,3,1,0,0,1,8
PN-104645,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,VAR,5010,1120,330.0,510,2,1,0,0,0,0,0,0,3
PN-104646,72,ENGINE,AIRBUS,A321-200,YOK,1030,400,,110,1,0,0,1,0,0,0,1,3
PN-104647,23,COMMUNICATIONS,BOEING,737-900ER,YOK,570,170,,70,8,2,0,3,0,0,0,4,17
PN-104648,28,FUEL,BOEING,737-800,YOK,2290,780,,650,1,1,0,1,0,0,1,1,5
PN-104649,27,FLIGHT CONTROLS,AIRBUS,A350-900,YOK,3910,2790,,1800,1,1,0,1,0,0,0,1,4
PN-104650,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A330-300,YOK,490,160,,70,2,0,0,2,0,1,1,2,8
PN-104651,80,STARTING,BOEING,737-800,YOK,6220,2300,,1830,3,1,0,2,1,0,1,4,12
PN-104652,29,HYDRAULIC POWER,BOEING,787-9,YOK,1090,410,,150,4,1,0,2,0,1,0,8,16
PN-104653,26,FIRE PROTECTION,AIRBUS,A330-300,YOK,560,220,,60,3,0,0,0,1,0,0,0,4
PN-104654,24,ELECTRICAL POWER,BOEING,737-900ER,VAR,2320,1490,520.0,730,2,3,0,0,1,1,0,2,9
PN-104655,26,FIRE PROTECTION,BOEING,737-800,YOK,1240,270,,320,2,1,0,0,0,0,1,1,5
PN-104656,24,ELECTRICAL POWER,BOEING,737 MAX 8,YOK,770,430,,340,2,2,0,3,1,1,0,2,11
PN-104657,36,PNEUMATIC,BOEING,777-F,VAR,1450,410,50.0,90,2,1,1,1,0,1,1,1,8
PN-104658,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320neo,YOK,18150,4380,,2840,4,1,0,3,2,3,2,1,16
PN-104659,34,NAVIGATION,AIRBUS,A320-200,YOK,13650,6850,,2270,3,1,0,1,0,1,0,1,7
PN-104660,74,IGNITION,AIRBUS,A330-300,YOK,29250,7060,,6710,1,0,0,0,0,0,0,1,2
PN-104661,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321neo,YOK,2180,880,,1380,3,0,0,2,0,0,0,2,7
PN-104662,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,1210,710,360.0,600,3,1,0,1,0,1,1,2,9
PN-104663,30,ICE & RAIN PROTECTION,BOEING,737-900ER,YOK,9670,3980,,1340,0,0,0,0,0,0,0,1,1
PN-104664,29,HYDRAULIC POWER,BOEING,777-300ER,VAR,30140,15570,7890.0,10120,1,0,0,0,0,0,0,1,2
PN-104665,74,IGNITION,AIRBUS,A321neo,YOK,410,300,,190,2,1,0,2,2,0,1,2,10
PN-104666,28,FUEL,BOEING,737-800,VAR,3030,1110,890.0,1270,10,2,5,0,1,1,0,7,26
PN-104667,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,2790,1480,150.0,190,1,1,1,0,0,0,0,0,3
PN-104668,72,ENGINE,AIRBUS,A330-200,YOK,1510,710,,180,7,0,0,1,1,1,0,3,13
PN-104669,32,LANDING GEAR,AIRBUS,A319-100,YOK,1070,380,,540,3,1,0,1,0,1,0,1,7
PN-104670,23,COMMUNICATIONS,AIRBUS,A330-200,YOK,4220,2260,,320,1,0,0,1,0,0,1,1,4
PN-104671,56,WINDOWS,AIRBUS,A330-300,VAR,12140,2550,1170.0,1770,2,1,0,1,0,0,0,1,5
PN-104672,26,FIRE PROTECTION,BOEING,737-800,YOK,1860,520,,310,1,0,0,0,0,0,0,0,1
PN-104673,76,ENGINE CONTROLS,BOEING,737-800,YOK,400,160,,190,1,0,0,0,0,0,0,1,2
PN-104674,74,IGNITION,AIRBUS,A321-200,VAR,11720,6590,1720.0,2440,1,0,0,0,1,0,0,1,3
PN-104675,30,ICE & RAIN PROTECTION,AIRBUS,A319-100,YOK,5130,3360,,2240,1,1,0,1,0,0,1,1,5
PN-104676,36,PNEUMATIC,AIRBUS,A320-200,VAR,2420,770,140.0,220,1,0,0,0,0,0,0,1,2
PN-104677,36,PNEUMATIC,BOEING,787-9,YOK,13940,5310,,3950,4,0,0,1,0,1,3,2,11
PN-104678,52,DOORS,BOEING,777-300ER,YOK,1470,390,,250,1,0,0,1,0,0,1,0,3
PN-104679,22,AUTO FLIGHT,AIRBUS,A321-200,VAR,730,360,170.0,340,1,0,1,0,0,1,0,1,4
PN-104680,29,HYDRAULIC POWER,AIRBUS,A320neo,VAR,5230,1620,800.0,1170,3,2,0,1,1,0,1,3,11
PN-104681,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321neo,YOK,2180,1400,,870,1,0,0,1,0,1,0,1,4
PN-104682,71,POWER PLANT,BOEING,737-800,VAR,3880,1890,1500.0,2280,8,4,0,0,0,1,0,3,16
PN-104683,22,AUTO FLIGHT,AIRBUS,A321-200,YOK,300,170,,170,1,1,0,1,0,0,0,0,3
PN-104684,35,OXYGEN,AIRBUS,A320-200,YOK,380,120,,50,1,0,0,0,0,0,0,0,1
PN-104685,71,POWER PLANT,AIRBUS,A321neo,VAR,950,450,260.0,400,3,0,0,1,1,0,0,1,6
PN-104686,79,OIL,AIRBUS,A320neo,YOK,980,550,,260,2,1,0,0,0,1,0,3,7
PN-104687,28,FUEL,AIRBUS,A321-200,YOK,2490,760,,540,1,0,0,0,0,0,0,1,2
PN-104688,21,AIR CONDITIONING,AIRBUS,A320-200,YOK,30630,11320,,8940,1,1,0,0,0,0,0,0,2
PN-104689,71,POWER PLANT,BOEING,737-800,VAR,2870,1180,1060.0,1620,2,1,2,1,0,0,0,3,9
PN-104690,21,AIR CONDITIONING,AIRBUS,A330-200,YOK,3400,1180,,270,0,1,0,1,0,1,0,1,4
PN-104691,22,AUTO FLIGHT,AIRBUS,A320neo,VAR,66220,26000,8160.0,14200,1,1,0,0,0,0,0,0,2
PN-104692,80,STARTING,AIRBUS,A330-300,YOK,180,120,,130,5,1,0,2,0,1,2,5,16
PN-104693,76,ENGINE CONTROLS,AIRBUS,A330-200,YOK,76500,31950,,30940,1,0,0,1,0,0,1,0,3
PN-104694,71,POWER PLANT,BOEING,737-900ER,YOK,1270,490,,480,11,1,0,1,0,1,3,4,21
PN-104695,74,IGNITION,BOEING,777-F,YOK,1190,580,,390,1,1,0,2,0,0,0,1,5
PN-104696,22,AUTO FLIGHT,AIRBUS,A320-200,VAR,19120,5880,4400.0,7710,3,0,1,0,1,1,0,2,8
PN-104697,23,COMMUNICATIONS,BOEING,777-300ER,VAR,3930,2320,760.0,1150,2,0,0,0,0,0,1,1,4
PN-104698,28,FUEL,BOEING,737-800,VAR,180,50,50.0,70,1,0,0,0,0,0,0,0,1
PN-104699,21,AIR CONDITIONING,BOEING,737-800,YOK,11370,7320,,5300,1,0,0,1,0,0,0,1,3
PN-104700,77,ENGINE INDICATING,AIRBUS,A321-200,YOK,140,60,,50,2,1,0,1,0,0,0,1,5
PN-104701,22,AUTO FLIGHT,AIRBUS,A321-200,YOK,4440,1710,,1420,4,1,0,1,0,0,0,2,8
PN-104702,36,PNEUMATIC,AIRBUS,A319-100,VAR,7020,2680,690.0,1080,1,0,0,0,0,0,0,0,1
PN-104703,76,ENGINE CONTROLS,BOEING,787-9,YOK,1190,740,,200,2,0,0,2,0,1,0,1,6
PN-104704,72,ENGINE,AIRBUS,A350-900,YOK,20820,9130,,6620,1,1,0,1,0,0,0,1,4
PN-104705,27,FLIGHT CONTROLS,AIRBUS,A321neo,VAR,950,640,220.0,320,2,1,3,0,0,0,1,2,9
PN-104706,34,NAVIGATION,AIRBUS,A330-300,YOK,13070,11110,,9750,2,2,0,2,0,0,0,1,7
PN-104707,36,PNEUMATIC,AIRBUS,A319-100,VAR,2150,1260,540.0,680,4,1,0,1,2,0,0,2,10
PN-104708,72,ENGINE,AIRBUS,A320-200,YOK,9750,6020,,2820,9,1,0,5,1,0,2,13,31
PN-104709,32,LANDING GEAR,AIRBUS,A350-900,YOK,18380,5860,,2610,7,0,0,3,1,1,0,4,16
PN-104710,28,FUEL,AIRBUS,A330-200,YOK,2630,1820,,1430,5,1,0,2,0,0,3,3,14
PN-104711,73,ENGINE FUEL AND CONTROL,BOEING,737-900ER,YOK,1170,350,,450,2,0,0,1,0,1,1,1,6
PN-104712,77,ENGINE INDICATING,BOEING,737-800,YOK,2380,780,,570,17,6,0,27,1,4,12,8,75
PN-104713,34,NAVIGATION,AIRBUS,A350-900,VAR,22690,13090,3700.0,5320,1,0,0,1,0,0,0,0,2
PN-104714,21,AIR CONDITIONING,BOEING,737 MAX 8,VAR,6460,1990,750.0,1090,1,2,1,0,0,0,0,1,5
PN-104715,35,OXYGEN,AIRBUS,A320-200,VAR,5370,1570,200.0,270,3,1,1,0,0,0,0,3,8
PN-104716,77,ENGINE INDICATING,BOEING,737-800,YOK,1150,500,,360,4,2,0,3,1,0,1,1,12
PN-104717,80,STARTING,BOEING,737-800,VAR,3590,2100,330.0,690,4,1,0,1,1,1,1,1,10
PN-104718,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320neo,VAR,2240,970,610.0,1060,5,1,0,0,3,0,0,2,11
PN-104719,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,2120,1170,200.0,290,1,0,0,0,0,0,0,0,1
PN-104720,36,PNEUMATIC,AIRBUS,A320neo,YOK,1510,380,,60,8,1,0,5,2,0,5,1,22
PN-104721,74,IGNITION,AIRBUS,A320neo,VAR,1360,220,80.0,110,1,1,1,0,0,0,0,1,4
PN-104722,79,OIL,AIRBUS,A330-200,VAR,5730,2240,2240.0,3500,4,1,3,3,1,0,4,4,20
PN-104723,22,AUTO FLIGHT,AIRBUS,A320-200,YOK,5520,2750,,960,1,0,0,0,0,0,0,0,1
PN-104724,28,FUEL,BOEING,737-800,YOK,2790,1600,,600,3,2,0,1,0,0,0,2,8
PN-104725,34,NAVIGATION,AIRBUS,A320-200,VAR,330,150,50.0,70,2,1,1,0,0,0,0,0,4
PN-104726,23,COMMUNICATIONS,AIRBUS,A319-100,YOK,1620,870,,400,4,1,0,2,1,0,0,1,9
PN-104727,77,ENGINE INDICATING,AIRBUS,A321-200,YOK,137510,66810,,59410,1,3,0,0,1,0,1,2,8
PN-104728,23,COMMUNICATIONS,AIRBUS,A320neo,YOK,19240,3620,,2770,3,0,0,3,0,0,0,1,7
PN-104729,56,WINDOWS,BOEING,787-9,VAR,2520,920,160.0,290,1,0,0,0,0,0,0,0,1
PN-104730,77,ENGINE INDICATING,AIRBUS,A321-200,YOK,7720,1540,,380,1,1,0,1,0,0,1,2,6
PN-104731,56,WINDOWS,AIRBUS,A320neo,VAR,210,150,70.0,120,1,0,0,0,0,0,0,2,3
PN-104732,72,ENGINE,AIRBUS,A320neo,YOK,44450,21410,,27100,8,1,0,1,1,1,1,5,18
PN-104733,27,FLIGHT CONTROLS,AIRBUS,A321-200,VAR,8980,6940,3400.0,6500,2,2,3,0,1,1,2,7,18
PN-104734,74,IGNITION,AIRBUS,A350-900,YOK,670,240,,170,1,0,0,2,0,0,1,1,5
PN-104735,31,INDICATING / RECORDING SYSTEMS,BOEING,737-900ER,VAR,2490,1090,270.0,330,0,0,0,0,1,0,0,1,2
PN-104736,22,AUTO FLIGHT,AIRBUS,A321-200,YOK,360,100,,50,2,1,0,0,1,0,1,2,7
PN-104737,30,ICE & RAIN PROTECTION,AIRBUS,A350-900,YOK,27170,8570,,8360,18,2,0,18,1,2,1,12,54
PN-104738,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,YOK,12130,5720,,3150,7,5,0,3,0,3,0,5,23
PN-104739,35,OXYGEN,BOEING,737 MAX 8,VAR,1070,330,310.0,480,1,0,0,0,0,0,0,0,1
PN-104740,27,FLIGHT CONTROLS,AIRBUS,A330-300,YOK,460,60,,50,3,1,0,2,0,1,0,1,8
PN-104741,34,NAVIGATION,AIRBUS,A321-200,YOK,3490,1550,,2480,7,2,0,2,0,2,0,2,15
PN-104742,32,LANDING GEAR,BOEING,737-800,VAR,14830,10290,14830.0,14830,3,1,0,1,1,0,1,2,9
PN-104743,29,HYDRAULIC POWER,BOEING,737 MAX 8,VAR,4810,2110,520.0,750,2,1,0,0,1,0,1,1,6
PN-104744,71,POWER PLANT,AIRBUS,A321neo,YOK,1730,520,,160,2,1,0,1,0,0,1,1,6
PN-104745,28,FUEL,BOEING,787-9,YOK,160,50,,50,7,0,0,1,0,1,1,1,11
PN-104746,72,ENGINE,BOEING,737 MAX 8,YOK,3640,1440,,960,1,0,0,2,0,0,0,1,4
PN-104747,27,FLIGHT CONTROLS,AIRBUS,A320neo,VAR,1530,340,60.0,90,9,5,0,1,3,1,1,2,22
PN-104748,76,ENGINE CONTROLS,BOEING,737-900ER,YOK,1140,880,,230,2,1,0,1,1,0,0,1,6
PN-104749,30,ICE & RAIN PROTECTION,AIRBUS,A350-900,YOK,240,140,,50,1,0,0,0,0,0,0,1,2
PN-104750,22,AUTO FLIGHT,AIRBUS,A330-200,VAR,4080,1120,450.0,790,7,2,1,0,1,2,1,2,16
PN-104751,24,ELECTRICAL POWER,AIRBUS,A330-200,YOK,30120,19880,,11110,1,0,0,1,0,0,0,0,2
PN-104752,73,ENGINE FUEL AND CONTROL,BOEING,737 MAX 8,YOK,3050,1650,,1770,2,0,0,1,1,0,0,1,5
PN-104753,76,ENGINE CONTROLS,AIRBUS,A350-900,VAR,3800,1090,580.0,980,2,1,0,0,0,0,0,1,4
PN-104754,26,FIRE PROTECTION,AIRBUS,A330-200,VAR,320,100,50.0,50,6,1,4,3,1,1,1,8,25
PN-104755,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A319-100,YOK,2480,900,,190,2,0,0,1,0,0,0,1,4
PN-104756,36,PNEUMATIC,AIRBUS,A321neo,YOK,1650,330,,340,1,0,0,0,0,0,0,0,1
PN-104757,24,ELECTRICAL POWER,BOEING,777-300ER,YOK,2720,700,,590,2,1,0,1,0,0,0,1,5
PN-104758,32,LANDING GEAR,BOEING,737-800,YOK,4370,2680,,820,6,1,0,5,1,0,1,2,16
PN-104759,71,POWER PLANT,AIRBUS,A319-100,YOK,1270,710,,410,6,0,0,2,0,1,0,6,15
PN-104760,80,STARTING,BOEING,777-300ER,VAR,12750,7880,6060.0,9040,23,2,12,4,7,0,1,3,52
PN-104761,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,2090,1260,,550,6,3,0,3,4,0,1,4,21
PN-104762,23,COMMUNICATIONS,AIRBUS,A330-300,VAR,4260,1510,760.0,1040,3,1,0,0,0,1,0,1,6
PN-104763,27,FLIGHT CONTROLS,AIRBUS,A319-100,YOK,1780,420,,230,2,0,0,0,0,0,1,0,3
PN-104764,32,LANDING GEAR,AIRBUS,A330-300,YOK,6940,1780,,980,11,6,0,13,2,0,2,11,45
PN-104765,24,ELECTRICAL POWER,AIRBUS,A319-100,VAR,560,150,50.0,50,3,1,1,0,1,0,0,0,6
PN-104766,36,PNEUMATIC,AIRBUS,A321-200,YOK,360,270,,210,2,0,0,0,0,0,0,1,3
PN-104767,21,AIR CONDITIONING,AIRBUS,A350-900,VAR,100,50,50.0,60,2,0,1,0,1,0,0,1,5
PN-104768,23,COMMUNICATIONS,BOEING,777-300ER,YOK,1000,620,,350,1,1,0,0,0,0,0,0,2
PN-104769,22,AUTO FLIGHT,AIRBUS,A321-200,YOK,2830,1020,,600,2,0,0,0,0,0,1,1,4
PN-104770,28,FUEL,BOEING,737 MAX 8,YOK,890,160,,60,2,0,0,1,0,0,1,1,5
PN-104771,72,ENGINE,BOEING,777-300ER,YOK,2950,1730,,520,11,3,0,1,0,2,4,2,23
PN-104772,25,EQUIPMENT / FURNISHINGS,AIRBUS,A319-100,YOK,2340,1020,,1350,2,0,0,1,0,0,0,0,3
PN-104773,80,STARTING,AIRBUS,A320neo,YOK,1640,860,,1110,1,0,0,1,0,0,0,0,2
PN-104774,28,FUEL,BOEING,737-800,YOK,2390,720,,620,1,0,0,0,0,0,0,1,2
PN-104775,22,AUTO FLIGHT,BOEING,737-800,YOK,1520,680,,400,2,1,0,1,0,1,1,1,7
PN-104776,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,1820,1250,,1080,2,1,0,0,2,1,1,2,9
PN-104777,72,ENGINE,BOEING,737-800,VAR,940,210,280.0,430,2,1,1,1,0,0,0,2,7
PN-104778,23,COMMUNICATIONS,AIRBUS,A350-900,YOK,650,180,,170,1,0,0,1,0,0,0,1,3
PN-104779,22,AUTO FLIGHT,BOEING,737-800,YOK,25730,15280,,8080,3,2,0,1,1,0,0,1,8
PN-104780,76,ENGINE CONTROLS,BOEING,737-800,YOK,40830,19970,,6160,8,1,0,3,2,2,1,4,21
PN-104781,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,6280,1630,,570,2,0,0,1,0,0,0,1,4
PN-104782,29,HYDRAULIC POWER,AIRBUS,A320-200,VAR,420,260,110.0,160,2,3,1,1,1,1,0,1,10
PN-104783,72,ENGINE,AIRBUS,A320-200,VAR,2520,970,560.0,1040,10,2,2,2,4,4,0,4,28
PN-104784,74,IGNITION,BOEING,777-300ER,YOK,4850,1720,,1000,1,0,0,1,0,0,0,0,2
PN-104785,30,ICE & RAIN PROTECTION,BOEING,777-300ER,VAR,1580,1030,710.0,1010,2,0,0,0,1,0,1,1,5
PN-104786,36,PNEUMATIC,BOEING,737-900ER,YOK,12930,7170,,1460,2,1,0,0,0,0,1,1,5
PN-104787,21,AIR CONDITIONING,AIRBUS,A320-200,VAR,9110,5110,1800.0,2900,1,0,0,0,0,0,0,1,2
PN-104788,28,FUEL,AIRBUS,A330-300,YOK,36770,16310,,3420,3,1,0,0,1,0,0,3,8
PN-104789,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,6890,2520,,1610,2,1,0,1,2,0,0,2,8
PN-104790,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,1340,630,,350,3,1,0,1,0,0,0,1,6
PN-104791,80,STARTING,AIRBUS,A320neo,YOK,90020,30610,,14120,1,1,0,0,0,0,0,0,2
PN-104792,80,STARTING,BOEING,737 MAX 8,YOK,4830,1740,,2960,3,0,0,2,0,1,0,1,7
PN-104793,27,FLIGHT CONTROLS,AIRBUS,A320-200,VAR,2800,1560,1000.0,1950,6,10,4,1,2,0,1,2,26
PN-104794,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,11480,4860,,5090,5,1,0,8,1,1,3,19,38
PN-104795,25,EQUIPMENT / FURNISHINGS,BOEING,787-9,YOK,2960,1860,,2110,7,0,0,1,1,3,0,2,14
PN-104796,35,OXYGEN,BOEING,737-800,YOK,820,80,,50,1,0,0,0,0,0,0,0,1
PN-104797,24,ELECTRICAL POWER,AIRBUS,A320-200,VAR,29830,14150,4060.0,5320,4,1,1,1,0,0,2,3,12
PN-104798,31,INDICATING / RECORDING SYSTEMS,BOEING,777-300ER,YOK,440,330,,300,1,0,0,1,0,1,0,1,4
PN-104799,36,PNEUMATIC,BOEING,737-800,YOK,1190,590,,290,3,0,0,1,0,1,1,1,7
PN-104800,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321neo,YOK,1580,470,,210,1,0,0,1,0,0,0,2,4
PN-104801,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,VAR,6460,2690,1070.0,1960,1,0,0,0,0,0,0,1,2
PN-104802,26,FIRE PROTECTION,BOEING,737 MAX 8,YOK,3070,1970,,3010,1,0,0,1,0,1,0,0,3
PN-104803,73,ENGINE FUEL AND CONTROL,AIRBUS,A321neo,YOK,1710,340,,280,7,2,0,1,0,3,1,2,16
PN-104804,56,WINDOWS,AIRBUS,A330-200,YOK,3130,900,,960,1,0,0,1,1,1,0,1,5
PN-104805,72,ENGINE,AIRBUS,A321neo,VAR,3450,2240,360.0,570,6,0,3,5,1,0,1,1,17
PN-104806,34,NAVIGATION,AIRBUS,A320-200,VAR,1120,310,130.0,200,3,0,0,0,0,1,1,3,8
PN-104807,77,ENGINE INDICATING,BOEING,737-900ER,VAR,2270,1610,290.0,480,3,1,0,1,0,0,0,3,8
PN-104808,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,VAR,1180,560,290.0,520,2,1,0,0,2,0,1,4,10
PN-104809,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,130,50,,50,2,0,0,1,0,1,0,2,6
PN-104810,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,670,310,,210,1,1,0,0,0,0,0,2,4
PN-104811,27,FLIGHT CONTROLS,AIRBUS,A321-200,YOK,9010,3430,,2860,13,1,0,7,3,0,6,5,35
PN-104812,35,OXYGEN,AIRBUS,A321neo,YOK,1400,780,,180,2,0,0,1,0,0,0,1,4
PN-104813,36,PNEUMATIC,AIRBUS,A350-900,VAR,1650,1150,430.0,550,2,1,0,0,0,1,0,1,5
PN-104814,72,ENGINE,AIRBUS,A321-200,YOK,690,270,,130,4,2,0,2,0,1,1,3,13
PN-104815,28,FUEL,AIRBUS,A320-200,YOK,1300,440,,220,2,0,0,0,0,0,1,2,5
PN-104816,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,1520,810,,330,1,1,0,1,0,0,0,1,4
PN-104817,29,HYDRAULIC POWER,BOEING,787-9,YOK,4520,1840,,900,5,1,0,2,1,1,1,0,11
PN-104818,35,OXYGEN,AIRBUS,A321neo,VAR,900,340,200.0,280,1,0,0,0,0,0,0,1,2
PN-104819,79,OIL,AIRBUS,A321-200,YOK,1980,1540,,1370,2,0,0,0,1,1,0,2,6
PN-104820,36,PNEUMATIC,AIRBUS,A319-100,YOK,1170,500,,340,1,0,0,0,0,1,0,1,3
PN-104821,56,WINDOWS,AIRBUS,A319-100,VAR,2900,920,280.0,510,2,0,0,0,1,0,0,1,4
PN-104822,77,ENGINE INDICATING,AIRBUS,A321-200,VAR,3820,2080,1130.0,2160,3,3,0,1,1,1,0,1,10
PN-104823,80,STARTING,BOEING,777-300ER,YOK,1120,210,,130,1,1,0,1,0,1,0,1,5
PN-104824,34,NAVIGATION,BOEING,737-800,YOK,5040,2320,,1350,1,0,0,0,0,0,0,0,1
PN-104825,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,VAR,6280,2560,890.0,1360,3,0,1,1,1,0,0,4,10
PN-104826,26,FIRE PROTECTION,BOEING,787-9,YOK,10040,3670,,2210,2,0,0,1,0,0,0,1,4
PN-104827,35,OXYGEN,AIRBUS,A321neo,VAR,550,260,50.0,80,1,0,0,0,0,1,0,0,2
PN-104828,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,3380,1350,,1540,5,0,0,2,2,0,2,1,12
PN-104829,34,NAVIGATION,AIRBUS,A321neo,VAR,1270,560,290.0,480,1,0,0,0,0,0,0,1,2
PN-104830,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,VAR,440,70,50.0,50,4,0,1,1,1,2,2,2,13
PN-104831,23,COMMUNICATIONS,BOEING,777-300ER,VAR,2380,1240,340.0,610,2,1,0,0,0,0,0,2,5
PN-104832,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,YOK,9250,2480,,960,0,0,0,0,1,0,0,0,1
PN-104833,27,FLIGHT CONTROLS,BOEING,737-800,YOK,3930,2120,,3510,3,0,0,0,0,2,1,3,9
PN-104834,80,STARTING,AIRBUS,A321-200,YOK,1330,970,,840,1,1,0,1,1,0,1,0,5
PN-104835,35,OXYGEN,BOEING,777-300ER,YOK,2280,1550,,1070,1,0,0,1,0,0,0,0,2
PN-104836,24,ELECTRICAL POWER,BOEING,737-800,VAR,6800,2960,1170.0,1750,2,0,1,0,0,0,0,1,4
PN-104837,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,4890,2500,,1010,2,0,0,2,0,0,0,1,5
PN-104838,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,1360,210,,90,1,1,0,0,0,0,1,1,4
PN-104839,79,OIL,BOEING,777-300ER,YOK,2470,590,,160,0,0,0,0,0,0,0,1,1
PN-104840,72,ENGINE,AIRBUS,A330-300,YOK,1610,800,,330,11,3,0,3,0,3,3,14,37
PN-104841,24,ELECTRICAL POWER,AIRBUS,A321-200,VAR,1690,820,180.0,230,2,1,0,1,0,0,1,2,7
